MaintenanceID,TurbineID,MaintenanceDate,MaintenanceType,Cost
1316,122,2025-08-09,Corrective,7913.41
1317,107,2025-11-17,Preventive,7926.4
1318,43,2025-12-03,Preventive,1464.76
1319,85,2025-06-30,Corrective,2846.0
1320,98,2025-04-10,Corrective,6351.35
1321,19,2025-06-04,Preventive,6451.48
1322,21,2025-07-08,Preventive,4869.94
1323,7,2025-03-01,Preventive,9820.17
1324,62,2025-03-13,Preventive,7326.04
1325,150,2025-11-07,Preventive,1372.84
1326,123,2025-10-12,Preventive,7600.87
1327,88,2025-01-21,Corrective,3496.04
1328,11,2025-07-06,Preventive,2034.3
1329,74,2025-11-30,Corrective,2327.85
1330,32,2025-10-07,Preventive,8646.49
1331,64,2025-05-10,Preventive,5870.05
1332,82,2025-12-10,Preventive,4495.8
1333,36,2025-08-13,Corrective,5580.63
1334,67,2025-01-16,Corrective,9633.67
1335,104,2025-11-11,Preventive,5460.79
1336,135,2025-02-13,Preventive,1622.96
1337,109,2025-01-16,Corrective,4276.87
1338,25,2025-12-15,Corrective,1712.14
1339,134,2025-02-19,Preventive,3379.02
1340,104,2025-05-30,Preventive,9142.35
1341,86,2025-03-05,Corrective,4269.29
1342,141,2025-06-16,Corrective,8919.59
1343,31,2025-08-01,Preventive,5366.84
1344,117,2025-09-22,Corrective,1814.01
1345,89,2025-04-02,Preventive,1127.29
1346,144,2025-09-05,Preventive,3941.41
1347,104,2025-08-04,Preventive,5604.11
1348,82,2025-05-21,Corrective,5322.35
1349,48,2025-10-20,Corrective,5976.39
1350,137,2025-07-28,Preventive,6719.14
1351,78,2025-04-01,Preventive,8525.87
1352,73,2025-03-28,Corrective,5821.12
1353,103,2025-03-09,Preventive,7735.82
1354,94,2025-12-20,Corrective,2359.36
1355,28,2025-01-04,Corrective,8773.42
1356,90,2025-08-04,Preventive,1323.42
1357,43,2025-09-16,Preventive,4084.39
1358,106,2025-06-12,Preventive,7293.52
1359,45,2025-07-11,Preventive,7699.91
1360,83,2025-11-07,Corrective,4532.1
1361,81,2025-02-27,Corrective,3505.41
1362,17,2025-09-02,Preventive,9544.9
1363,140,2025-01-17,Corrective,4543.2
1364,146,2025-08-26,Preventive,1468.24
1365,65,2025-07-16,Preventive,5477.79
1366,127,2025-06-22,Preventive,4068.2
1367,121,2025-11-29,Corrective,9999.28
1368,103,2025-10-08,Corrective,9406.6
1369,120,2025-07-22,Corrective,8802.96
1370,134,2025-02-17,Preventive,5670.83
1371,41,2025-09-06,Preventive,4512.23
1372,4,2025-07-22,Preventive,6551.46
1373,102,2025-11-20,Corrective,1285.37
1374,128,2025-09-07,Preventive,9956.43
1375,7,2025-02-03,Corrective,4388.95
1376,15,2025-01-08,Corrective,4522.42
1377,124,2025-07-29,Corrective,683.22
1378,31,2025-05-14,Corrective,1978.81
1379,121,2025-04-08,Corrective,9347.84
1380,34,2025-01-26,Corrective,6552.95
1381,124,2025-08-04,Preventive,3194.36
1382,58,2025-05-28,Corrective,7494.99
1383,130,2025-08-07,Preventive,8248.49
1384,109,2025-11-25,Corrective,9711.57
1385,133,2025-08-28,Corrective,9765.08
1386,97,2025-01-08,Corrective,6903.66
1387,119,2025-04-30,Corrective,2975.18
1388,125,2025-12-07,Corrective,9976.4
1389,57,2025-04-11,Preventive,4777.45
1390,9,2025-11-20,Corrective,6374.21
1391,140,2025-06-01,Preventive,7928.32
1392,46,2025-06-14,Preventive,3482.41
1393,37,2025-01-19,Corrective,3777.44
1394,147,2025-02-22,Corrective,3923.01
1395,41,2025-01-12,Corrective,6220.39
1396,2,2025-08-14,Corrective,878.88
1397,146,2025-05-31,Preventive,3528.17
1398,38,2025-05-15,Corrective,3021.46
1399,3,2025-11-12,Corrective,9268.4
1400,134,2025-12-25,Corrective,5491.99
1401,35,2025-01-20,Preventive,9906.67
1402,85,2025-06-27,Preventive,2486.98
1403,26,2025-03-15,Preventive,1607.55
1404,119,2025-10-30,Preventive,1526.74
1405,42,2025-06-24,Corrective,5315.62
1406,79,2025-06-07,Preventive,6618.01
1407,25,2025-04-08,Corrective,7044.61
1408,110,2025-12-12,Preventive,3776.87
1409,96,2025-06-19,Corrective,3570.98
1410,57,2025-12-29,Corrective,8878.08
1411,94,2025-10-11,Preventive,3544.78
1412,147,2025-06-21,Corrective,6586.9
1413,134,2025-03-26,Preventive,1780.37
1414,43,2025-02-18,Preventive,3386.89
1415,28,2025-06-12,Corrective,783.89
1416,44,2025-06-04,Corrective,5848.58
1417,113,2025-09-14,Corrective,1943.35
1418,119,2025-10-08,Corrective,4420.75
1419,117,2025-01-25,Corrective,7823.67
1420,119,2025-10-28,Preventive,9525.01
1421,82,2025-01-21,Preventive,7433.91
1422,4,2025-12-17,Preventive,3489.12
1423,115,2025-03-17,Corrective,1588.04
1424,85,2025-10-13,Preventive,7733.99
1425,77,2025-11-03,Preventive,5854.17
1426,41,2025-09-17,Preventive,3959.21
1427,52,2025-03-27,Corrective,737.18
1428,5,2025-05-07,Preventive,5523.16
1429,120,2025-07-25,Corrective,4120.91
1430,57,2025-08-04,Corrective,2130.07
1431,102,2025-12-22,Preventive,4447.86
1432,101,2025-04-10,Preventive,991.39
1433,37,2025-06-28,Preventive,1848.91
1434,45,2025-12-06,Corrective,2753.52
1435,99,2025-03-07,Preventive,2923.3
1436,42,2025-03-15,Corrective,931.21
1437,5,2025-01-17,Preventive,4975.78
1438,89,2025-08-11,Preventive,8286.33
1439,126,2025-09-04,Preventive,1203.02
1440,66,2025-07-09,Preventive,704.11
1441,103,2025-04-30,Corrective,3159.59
1442,36,2025-10-07,Preventive,8017.59
1443,99,2025-06-15,Corrective,3100.81
1444,149,2025-05-16,Preventive,5570.2
1445,47,2025-08-16,Preventive,1001.67
1446,51,2025-04-27,Corrective,2615.71
1447,34,2025-01-22,Corrective,4658.21
1448,13,2025-03-13,Preventive,5486.75
1449,148,2025-07-30,Preventive,5848.37
1450,58,2025-06-12,Preventive,5965.26
1451,117,2025-11-26,Corrective,4642.49
1452,139,2025-12-24,Preventive,9709.99
1453,69,2025-04-03,Preventive,9375.05
1454,101,2025-05-08,Corrective,9470.5
1455,108,2025-09-27,Corrective,5679.72
1456,40,2025-10-22,Corrective,4467.16
1457,131,2025-08-06,Preventive,9654.77
1458,110,2025-02-14,Corrective,7598.66
1459,19,2025-07-27,Preventive,7493.09
1460,24,2025-11-09,Preventive,9112.04
1461,130,2025-03-02,Corrective,8927.09
1462,26,2025-07-09,Corrective,734.64
1463,98,2025-03-28,Corrective,9052.86
1464,48,2025-08-26,Corrective,7266.79
1465,102,2025-03-07,Preventive,5782.16
1466,10,2025-03-26,Preventive,5304.57
1467,109,2025-10-25,Preventive,4638.58
1468,102,2025-12-12,Corrective,1999.2
1469,42,2025-12-10,Preventive,5259.54
1470,37,2025-04-04,Corrective,1163.26
1471,105,2025-08-17,Corrective,4055.14
1472,70,2025-07-30,Corrective,4267.43
1473,110,2025-03-27,Corrective,8858.09
1474,136,2025-05-31,Preventive,6875.38
1475,93,2025-12-22,Corrective,5389.5
1476,133,2025-03-30,Preventive,2725.48
1477,9,2025-11-14,Corrective,2424.09
1478,101,2025-02-09,Preventive,2270.24
1479,124,2025-11-01,Preventive,1486.35
1480,105,2025-03-09,Preventive,7653.81
1481,101,2025-09-29,Corrective,4836.47
1482,132,2025-11-03,Corrective,3715.21
1483,5,2025-01-09,Corrective,6653.34
1484,150,2025-11-21,Corrective,8831.86
1485,99,2025-09-20,Preventive,4711.51
1486,147,2025-07-14,Preventive,6190.28
1487,143,2025-08-15,Preventive,2264.18
1488,26,2025-01-26,Corrective,2367.03
1489,90,2025-01-29,Preventive,3284.79
1490,95,2025-07-02,Preventive,1823.76
1491,72,2025-05-31,Corrective,8571.48
1492,67,2025-12-28,Preventive,7066.36
1493,85,2025-09-24,Preventive,2943.73
1494,38,2025-07-28,Preventive,9190.34
1495,8,2025-06-21,Preventive,822.2
1496,60,2025-01-01,Preventive,5659.35
1497,140,2025-02-25,Corrective,9940.07
1498,150,2025-02-26,Preventive,1955.77
1499,37,2025-12-03,Preventive,3992.57
1500,129,2025-03-16,Preventive,558.56
1501,124,2025-05-22,Preventive,7974.64
1502,45,2025-07-08,Preventive,3451.4
1503,72,2025-12-23,Preventive,4483.57
1504,81,2025-05-19,Preventive,1701.58
1505,10,2025-06-25,Corrective,3390.8
1506,31,2025-07-21,Corrective,1619.92
1507,105,2025-05-08,Corrective,3677.61
1508,33,2025-11-09,Preventive,8820.04
1509,95,2025-05-27,Preventive,7604.42
1510,58,2025-10-13,Preventive,5544.56
1511,105,2025-11-11,Preventive,3688.94
1512,32,2025-07-08,Preventive,5828.41
1513,61,2025-08-11,Preventive,6065.99
1514,57,2025-04-25,Corrective,9934.49
1515,19,2025-02-09,Corrective,505.77
1516,67,2025-01-20,Corrective,4884.35
1517,116,2025-07-24,Corrective,9513.01
1518,45,2025-12-29,Preventive,7523.88
1519,93,2025-09-07,Preventive,3551.72
1520,38,2025-06-16,Preventive,4611.71
1521,46,2025-12-21,Corrective,4081.92
1522,101,2025-11-11,Corrective,7106.35
1523,86,2025-10-10,Corrective,6372.87
1524,139,2025-05-28,Preventive,1130.17
1525,46,2025-05-05,Preventive,2161.84
1526,116,2025-05-23,Corrective,5609.4
1527,34,2025-10-20,Corrective,7642.35
1528,35,2025-05-26,Preventive,5027.08
1529,130,2025-09-21,Corrective,3907.56
1530,136,2025-06-30,Preventive,3827.99
1531,49,2025-05-21,Preventive,6218.13
1532,33,2025-08-24,Corrective,6414.82
1533,22,2025-09-20,Corrective,7446.95
1534,110,2025-07-12,Corrective,5016.74
1535,39,2025-07-04,Preventive,4557.39
1536,64,2025-02-04,Corrective,6139.2
1537,35,2025-12-13,Corrective,4389.17
1538,50,2025-12-19,Corrective,6888.97
1539,66,2025-06-03,Preventive,6607.33
1540,22,2025-08-04,Corrective,7804.23
1541,133,2025-10-28,Corrective,1628.43
1542,140,2025-08-13,Preventive,6024.37
1543,138,2025-10-16,Corrective,4153.57
1544,120,2025-08-01,Preventive,9019.87
1545,135,2025-02-02,Corrective,7696.93
1546,81,2025-02-07,Corrective,8596.74
1547,131,2025-07-03,Corrective,9709.64
1548,18,2025-06-16,Preventive,4638.32
1549,24,2025-08-07,Corrective,2652.57
1550,89,2025-05-26,Preventive,8212.61
1551,29,2025-01-10,Preventive,4006.24
1552,26,2025-03-28,Corrective,8768.38
1553,51,2025-09-08,Corrective,4098.33
1554,52,2025-08-22,Corrective,7769.03
1555,87,2025-01-01,Preventive,3908.55
1556,15,2025-10-03,Corrective,6328.42
1557,2,2025-04-12,Preventive,1913.79
1558,17,2025-02-13,Preventive,2277.19
1559,119,2025-01-31,Preventive,4579.08
1560,109,2025-11-07,Corrective,2559.45
1561,2,2025-03-26,Corrective,4379.96
1562,68,2025-09-30,Preventive,3947.08
1563,101,2025-02-24,Corrective,8992.04
1564,43,2025-12-23,Preventive,3131.75
1565,126,2025-05-04,Preventive,8797.94
1566,6,2025-05-05,Corrective,8143.33
1567,131,2025-09-22,Preventive,8626.23
1568,50,2025-08-19,Preventive,2961.23
1569,119,2025-11-14,Corrective,8602.9
1570,112,2025-03-12,Corrective,8060.4
1571,26,2025-11-11,Preventive,9749.73
1572,150,2025-10-01,Preventive,1044.99
1573,69,2025-04-22,Corrective,8547.91
1574,119,2025-02-24,Preventive,8358.01
1575,58,2025-12-30,Preventive,9140.13
1576,146,2025-09-25,Corrective,5390.13
1577,12,2025-07-25,Corrective,2062.56
1578,144,2025-10-30,Preventive,6224.51
1579,47,2025-10-17,Corrective,9847.9
1580,112,2025-06-27,Preventive,5974.94
1581,8,2025-04-21,Preventive,7370.09
1582,57,2025-05-05,Corrective,4554.86
1583,74,2025-11-17,Corrective,6816.86
1584,101,2025-12-24,Preventive,2709.84
1585,105,2025-06-19,Corrective,3217.89
1586,24,2025-09-05,Preventive,8606.98
1587,87,2025-02-11,Corrective,1905.39
1588,80,2025-06-30,Corrective,8596.0
1589,109,2025-10-31,Preventive,2539.54
1590,127,2025-07-26,Preventive,1847.07
1591,123,2025-10-21,Preventive,7568.14
1592,29,2025-04-21,Preventive,1636.6
1593,13,2025-03-30,Preventive,4445.11
1594,145,2025-10-07,Preventive,5606.69
1595,115,2025-08-25,Corrective,7752.92
1596,23,2025-03-21,Preventive,6979.38
1597,5,2025-03-08,Corrective,8558.13
1598,87,2025-02-06,Corrective,1768.29
1599,44,2025-02-10,Corrective,832.11
1600,134,2025-05-20,Corrective,6595.98
1601,108,2025-12-08,Corrective,3137.55
1602,87,2025-03-23,Corrective,2517.94
1603,10,2025-04-04,Preventive,7648.57
1604,73,2025-09-05,Preventive,2162.73
1605,118,2025-07-05,Corrective,1981.58
1606,39,2025-01-01,Corrective,8799.91
1607,23,2025-09-26,Preventive,7308.87
1608,146,2025-06-10,Corrective,1400.78
1609,14,2025-09-20,Corrective,9735.72
1610,7,2025-09-14,Preventive,5461.35
1611,79,2025-07-21,Preventive,2121.48
1612,12,2025-08-17,Preventive,3375.13
1613,112,2025-10-21,Corrective,4157.18
1614,29,2025-11-10,Corrective,6439.01
1615,143,2025-07-05,Preventive,6559.35
1616,31,2025-01-31,Corrective,4632.6
1617,148,2025-12-19,Preventive,523.72
1618,150,2025-01-25,Preventive,6482.35
1619,109,2025-03-20,Corrective,2692.29
1620,72,2025-06-29,Preventive,7181.99
1621,140,2025-05-05,Corrective,8398.91
1622,150,2025-05-16,Preventive,6365.34
1623,23,2025-09-04,Corrective,1058.89
1624,102,2025-07-27,Corrective,2563.06
1625,74,2025-05-26,Preventive,7579.55
1626,129,2025-11-14,Corrective,8008.51
1627,94,2025-01-22,Corrective,4660.55
1628,116,2025-06-12,Preventive,8979.75
1629,25,2025-01-23,Preventive,2026.01
1630,107,2025-07-26,Corrective,2595.6
1631,19,2025-03-29,Preventive,7881.55
1632,148,2025-06-03,Preventive,6179.62
1633,48,2025-03-03,Corrective,7542.04
1634,39,2025-12-16,Preventive,9937.03
1635,106,2025-11-28,Preventive,8918.75
1636,71,2025-06-14,Preventive,3011.42
1637,78,2025-08-01,Corrective,6544.54
1638,147,2025-03-23,Corrective,1871.06
1639,17,2025-07-21,Preventive,510.33
1640,7,2025-06-28,Corrective,3853.31
1641,5,2025-06-11,Preventive,7354.64
1642,91,2025-08-14,Preventive,4790.4
1643,58,2025-12-09,Corrective,7557.63
1644,56,2025-02-01,Preventive,7013.84
1645,104,2025-10-28,Corrective,9022.53
1646,60,2025-09-12,Preventive,5706.89
1647,90,2025-09-10,Preventive,4260.03
1648,47,2025-06-17,Corrective,3336.67
1649,21,2025-01-19,Preventive,5603.03
1650,121,2025-12-21,Preventive,9080.5
1651,93,2025-10-13,Preventive,5376.19
1652,76,2025-05-23,Preventive,5151.98
1653,5,2025-10-03,Preventive,9767.12
1654,130,2025-02-12,Preventive,3465.13
1655,3,2025-06-26,Corrective,3145.94
1656,123,2025-08-08,Corrective,8087.72
1657,51,2025-05-01,Preventive,8270.08
1658,100,2025-12-29,Corrective,5737.93
1659,80,2025-06-28,Preventive,756.66
1660,9,2025-03-25,Corrective,1089.22
1661,5,2025-07-01,Preventive,6340.13
1662,101,2025-04-25,Corrective,1772.45
1663,111,2025-04-16,Corrective,6682.98
1664,56,2025-05-07,Corrective,4061.89
1665,120,2025-12-13,Preventive,5886.15
1666,124,2025-02-10,Corrective,6830.77
1667,148,2025-12-03,Corrective,2088.18
1668,124,2025-11-20,Preventive,7569.36
1669,26,2025-12-05,Preventive,5359.3
1670,47,2025-10-29,Preventive,1642.9
1671,10,2025-03-11,Preventive,3212.52
1672,69,2025-12-10,Preventive,5774.71
1673,143,2025-10-29,Preventive,3987.63
1674,100,2025-04-25,Preventive,1364.85
1675,94,2025-03-19,Preventive,1801.11
1676,97,2025-12-07,Preventive,9851.91
1677,101,2025-09-21,Corrective,2078.47
1678,52,2025-02-16,Corrective,1770.95
1679,117,2025-12-13,Preventive,8749.34
1680,66,2025-11-11,Preventive,6673.58
1681,46,2025-12-01,Corrective,1732.74
1682,78,2025-07-23,Corrective,9610.56
1683,99,2025-03-14,Corrective,4907.06
1684,31,2025-08-28,Corrective,7404.3
1685,93,2025-04-27,Corrective,3633.05
1686,110,2025-01-04,Corrective,8271.35
1687,25,2025-09-06,Corrective,968.01
1688,117,2025-08-24,Corrective,7496.27
1689,123,2025-09-10,Preventive,2099.64
1690,63,2025-03-09,Corrective,1752.77
1691,77,2025-08-21,Corrective,8652.85
1692,34,2025-07-15,Preventive,6338.81
1693,92,2025-12-14,Corrective,3803.4
1694,52,2025-05-28,Corrective,9774.62
1695,135,2025-09-23,Preventive,8860.27
1696,65,2025-01-07,Preventive,7783.83
1697,95,2025-11-25,Preventive,5935.2
1698,113,2025-11-12,Preventive,2652.9
1699,63,2025-08-14,Corrective,6948.26
1700,83,2025-10-22,Preventive,1149.25
1701,50,2025-05-12,Preventive,2748.08
1702,96,2025-06-26,Corrective,1692.49
1703,90,2025-04-03,Corrective,4664.19
1704,44,2025-09-08,Corrective,8039.53
1705,25,2025-04-13,Corrective,1050.11
1706,94,2025-12-17,Corrective,7740.15
1707,48,2025-06-28,Corrective,4514.33
1708,11,2025-07-14,Preventive,2819.93
1709,144,2025-08-18,Preventive,9121.97
1710,130,2025-11-01,Corrective,5977.41
1711,62,2025-06-12,Preventive,8692.88
1712,28,2025-04-27,Preventive,6423.21
1713,144,2025-01-28,Corrective,4839.88
1714,83,2025-12-10,Corrective,7906.81
1715,33,2025-10-15,Preventive,1489.6
1716,107,2025-03-18,Preventive,1871.57
1717,26,2025-03-28,Corrective,8858.91
1718,80,2025-01-24,Corrective,1780.4
1719,36,2025-11-30,Corrective,2695.49
1720,139,2025-03-19,Corrective,7463.36
1721,132,2025-11-12,Corrective,1335.17
1722,142,2025-10-24,Preventive,7208.62
1723,29,2025-10-28,Corrective,5168.03
1724,121,2025-11-30,Preventive,6761.59
1725,137,2025-11-23,Corrective,1272.72
1726,123,2025-05-19,Corrective,2399.56
1727,67,2025-05-01,Corrective,1223.82
1728,21,2025-03-02,Corrective,6387.83
1729,81,2025-02-04,Corrective,2526.24
1730,143,2025-01-20,Preventive,2178.8
1731,51,2025-01-05,Corrective,9237.09
1732,50,2025-03-20,Corrective,7437.33
1733,127,2025-08-17,Preventive,2850.77
1734,26,2025-09-15,Preventive,4304.16
1735,43,2025-05-27,Preventive,7301.03
1736,118,2025-10-19,Preventive,3839.21
1737,40,2025-05-04,Preventive,9558.38
1738,5,2025-03-20,Corrective,9852.35
1739,150,2025-06-20,Preventive,5415.81
1740,90,2025-03-02,Preventive,5016.39
1741,65,2025-10-29,Corrective,7700.12
1742,102,2025-02-27,Corrective,527.17
1743,79,2025-07-28,Corrective,6297.28
1744,37,2025-03-10,Corrective,4073.68
1745,82,2025-01-08,Corrective,7327.48
1746,84,2025-02-12,Corrective,9582.37
1747,45,2025-02-02,Corrective,2584.81
1748,82,2025-03-18,Corrective,7436.63
1749,26,2025-03-22,Corrective,7717.09
1750,95,2025-08-25,Preventive,5877.2
1751,35,2025-03-11,Corrective,3116.22
1752,127,2025-03-30,Preventive,7420.63
1753,27,2025-06-19,Preventive,5899.26
1754,39,2025-04-03,Preventive,3668.84
1755,87,2025-10-12,Corrective,7249.88
1756,102,2025-04-25,Preventive,5295.37
1757,40,2025-05-23,Preventive,4185.48
1758,144,2025-08-01,Corrective,6723.06
1759,2,2025-04-05,Corrective,7702.88
1760,37,2025-07-20,Corrective,1411.23
1761,16,2025-09-01,Corrective,7634.96
1762,67,2025-12-10,Preventive,1533.58
1763,91,2025-11-04,Preventive,4731.78
1764,144,2025-08-15,Preventive,3292.64
1765,21,2025-09-21,Preventive,3866.39
1766,105,2025-04-06,Preventive,2961.62
1767,126,2025-04-25,Corrective,4342.04
1768,59,2025-03-18,Preventive,6089.96
1769,69,2025-08-06,Preventive,8915.44
1770,118,2025-05-10,Corrective,2253.94
1771,59,2025-04-21,Preventive,5936.16
1772,24,2025-12-25,Corrective,7114.3
1773,10,2025-09-04,Corrective,8917.14
1774,82,2025-08-19,Corrective,4306.28
1775,27,2025-06-22,Preventive,6490.17
1776,55,2025-04-04,Corrective,4700.23
1777,115,2025-11-27,Preventive,9917.58
1778,129,2025-02-17,Corrective,1426.53
1779,108,2025-08-11,Preventive,8976.84
1780,132,2025-02-24,Corrective,5013.25
1781,86,2025-01-31,Preventive,6591.04
1782,36,2025-11-26,Corrective,4675.61
1783,4,2025-05-25,Preventive,5675.3
1784,148,2025-07-10,Preventive,6079.69
1785,94,2025-07-27,Corrective,3117.07
1786,137,2025-05-27,Preventive,2605.76
1787,29,2025-05-19,Corrective,8134.5
1788,105,2025-11-15,Corrective,4012.9
1789,142,2025-04-11,Preventive,2761.82
1790,102,2025-09-30,Preventive,1156.07
1791,102,2025-12-02,Preventive,9115.97
1792,123,2025-11-19,Corrective,2350.0
1793,42,2025-11-03,Corrective,8630.41
1794,53,2025-03-07,Corrective,729.38
1795,71,2025-08-03,Preventive,2919.56
1796,148,2025-07-03,Corrective,3731.76
1797,48,2025-03-18,Corrective,6335.07
1798,92,2025-04-19,Preventive,8758.67
1799,109,2025-03-02,Corrective,1586.72
1800,105,2025-08-15,Preventive,7215.8
1801,51,2025-09-11,Corrective,3921.39
1802,132,2025-09-05,Preventive,3404.24
1803,111,2025-07-26,Preventive,3890.7
1804,148,2025-08-10,Preventive,1298.62
1805,56,2025-07-28,Corrective,4627.66
1806,80,2025-08-09,Preventive,4069.03
1807,104,2025-09-03,Preventive,7768.84
1808,23,2025-03-22,Preventive,5029.75
1809,150,2025-08-23,Corrective,5483.07
1810,78,2025-06-16,Corrective,7480.6
1811,129,2025-08-23,Corrective,8559.31
1812,32,2025-07-06,Corrective,8804.02
1813,139,2025-05-02,Corrective,7588.22
1814,8,2025-11-24,Corrective,2505.72
1815,135,2025-12-29,Preventive,4082.91
1816,66,2025-02-05,Preventive,8471.78
1817,116,2025-10-30,Preventive,2576.04
1818,48,2025-04-29,Corrective,8047.93
1819,13,2025-06-17,Preventive,5657.41
1820,116,2025-12-15,Preventive,9991.78
1821,2,2025-05-28,Preventive,9173.02
1822,87,2025-01-23,Preventive,9973.12
1823,2,2025-09-17,Preventive,7849.86
1824,93,2025-11-23,Preventive,4686.91
1825,62,2025-03-08,Preventive,1917.13
1826,107,2025-01-09,Corrective,3689.74
1827,62,2025-12-30,Corrective,7363.83
1828,136,2025-01-06,Corrective,6379.91
1829,129,2025-07-25,Corrective,1349.98
1830,41,2025-10-15,Corrective,4018.11
1831,132,2025-03-14,Corrective,6179.73
1832,40,2025-09-25,Preventive,3979.32
1833,133,2025-08-27,Corrective,1509.12
1834,113,2025-08-12,Preventive,3205.92
1835,99,2025-12-22,Corrective,2760.35
1836,147,2025-09-21,Corrective,5194.28
1837,139,2025-10-11,Corrective,7059.45
1838,104,2025-01-11,Corrective,6930.36
1839,98,2025-04-09,Corrective,5301.37
1840,75,2025-02-17,Corrective,4353.77
1841,42,2025-11-09,Corrective,7594.56
1842,63,2025-07-12,Preventive,4755.01
1843,86,2025-02-22,Preventive,1092.43
1844,88,2025-07-25,Corrective,6751.77
1845,92,2025-05-02,Corrective,6507.8
1846,32,2025-11-11,Corrective,8929.01
1847,25,2025-06-26,Corrective,6008.1
1848,116,2025-02-23,Preventive,8256.23
1849,69,2025-11-21,Corrective,7521.71
1850,65,2025-11-05,Corrective,2908.53
1851,132,2025-11-13,Preventive,6794.04
1852,102,2025-11-13,Corrective,4140.8
1853,137,2025-07-24,Corrective,887.71
1854,49,2025-05-01,Preventive,1258.25
1855,88,2025-05-30,Preventive,6863.99
1856,98,2025-05-20,Corrective,8534.37
1857,125,2025-05-04,Preventive,9893.93
1858,53,2025-11-26,Preventive,2216.78
1859,116,2025-10-24,Corrective,9535.39
1860,44,2025-08-12,Corrective,6568.57
1861,72,2025-12-25,Preventive,2279.59
1862,77,2025-04-14,Preventive,7545.15
1863,71,2025-05-15,Corrective,5419.45
1864,71,2025-09-27,Corrective,2832.17
1865,145,2025-11-13,Corrective,3467.13
1866,31,2025-12-02,Corrective,1099.2
1867,35,2025-07-13,Preventive,7033.05
1868,21,2025-06-07,Corrective,2530.09
1869,131,2025-10-22,Corrective,8838.89
1870,79,2025-04-12,Corrective,9068.82
1871,108,2025-03-10,Preventive,1011.01
1872,80,2025-06-03,Preventive,2839.45
1873,80,2025-10-07,Preventive,8482.18
1874,31,2025-10-31,Corrective,4613.02
1875,113,2025-02-19,Corrective,5831.09
1876,77,2025-09-12,Corrective,4282.12
1877,20,2025-05-14,Corrective,6956.89
1878,121,2025-12-28,Preventive,9762.82
1879,88,2025-09-14,Preventive,3824.22
1880,37,2025-01-29,Preventive,3131.75
1881,59,2025-10-03,Corrective,7731.83
1882,142,2025-10-19,Preventive,616.37
1883,90,2025-01-23,Preventive,5369.26
1884,114,2025-12-29,Preventive,6990.64
1885,93,2025-02-12,Corrective,7694.35
1886,59,2025-04-07,Corrective,6757.06
1887,91,2025-07-24,Preventive,4971.62
1888,82,2025-10-31,Preventive,5327.43
1889,63,2025-06-11,Corrective,7238.56
1890,46,2025-12-15,Corrective,6957.43
1891,108,2025-09-19,Preventive,2725.51
1892,128,2025-07-04,Corrective,8791.97
1893,43,2025-06-13,Corrective,2766.15
1894,7,2025-01-02,Preventive,7217.38
1895,64,2025-04-05,Corrective,2448.29
1896,19,2025-11-21,Preventive,6549.1
1897,82,2025-08-29,Preventive,2483.84
1898,1,2025-12-11,Preventive,7904.38
1899,59,2025-01-24,Corrective,1423.25
1900,135,2025-10-03,Corrective,9429.71
1901,60,2025-06-18,Preventive,4613.66
1902,132,2025-04-23,Corrective,1734.71
1903,31,2025-07-25,Corrective,3313.16
1904,146,2025-11-07,Corrective,6082.51
1905,135,2025-01-28,Preventive,7185.73
1906,130,2025-04-09,Corrective,7253.92
1907,1,2025-08-29,Preventive,1666.79
1908,23,2025-11-18,Preventive,2502.67
1909,38,2025-11-18,Preventive,8080.32
1910,40,2025-07-25,Corrective,3776.61
1911,87,2025-01-05,Preventive,6393.18
1912,99,2025-10-18,Corrective,658.38
1913,85,2025-05-12,Preventive,9494.54
1914,138,2025-09-13,Corrective,9808.17
1915,93,2025-10-12,Corrective,8950.44
1916,105,2025-06-21,Corrective,8563.26
1917,146,2025-07-26,Corrective,9285.57
1918,38,2025-06-26,Preventive,8078.52
1919,66,2025-02-23,Corrective,5688.54
1920,137,2025-08-10,Corrective,3900.74
1921,90,2025-07-19,Preventive,8905.63
1922,122,2025-06-05,Corrective,4771.41
1923,54,2025-03-19,Corrective,6118.88
1924,74,2025-04-02,Preventive,6357.35
1925,80,2025-02-28,Corrective,9811.66
1926,104,2025-01-09,Corrective,8225.26
1927,122,2025-05-08,Preventive,7198.55
1928,130,2025-06-27,Corrective,3432.57
1929,91,2025-07-28,Preventive,6423.45
1930,116,2025-01-13,Preventive,6528.79
1931,30,2025-09-30,Preventive,8928.24
1932,60,2025-06-27,Corrective,6699.99
1933,141,2025-11-20,Corrective,8427.81
1934,14,2025-02-03,Corrective,9145.71
1935,10,2025-05-03,Preventive,8295.74
1936,28,2025-04-15,Preventive,2787.17
1937,145,2025-06-17,Preventive,1833.1
1938,58,2025-08-12,Corrective,8286.16
1939,70,2025-01-29,Corrective,1979.18
1940,126,2025-01-31,Corrective,1649.34
1941,94,2025-11-22,Preventive,9278.04
1942,86,2025-08-01,Corrective,839.55
1943,55,2025-04-27,Preventive,9363.53
1944,54,2025-07-17,Preventive,2463.01
1945,129,2025-03-23,Corrective,5146.27
1946,108,2025-02-18,Corrective,6020.0
1947,40,2025-06-01,Corrective,8010.68
1948,129,2025-05-22,Preventive,907.59
1949,71,2025-07-14,Preventive,3772.58
1950,132,2025-02-11,Preventive,5262.89
