FaultID,TurbineID,FaultDate,FaultCode,Severity
3773,95,2025-08-06,BLD301,Low
3774,75,2025-03-20,BLD301,Critical
3775,6,2025-02-10,BRK501,High
3776,17,2025-02-09,BRK501,Low
3777,23,2025-08-20,GEN401,Critical
3778,130,2025-12-03,SNS205,Critical
3779,64,2025-06-26,GEN401,Low
3780,148,2025-05-29,BLD301,Critical
3781,110,2025-10-10,BLD301,Low
3782,72,2025-02-17,BRK501,Critical
3783,122,2025-03-06,BRK501,High
3784,143,2025-12-11,BLD301,High
3785,62,2025-06-26,BRK501,Critical
3786,147,2025-02-19,BRK501,Critical
3787,131,2025-05-21,SNS205,Low
3788,46,2025-12-25,SNS205,Critical
3789,68,2025-10-15,GBX101,High
3790,74,2025-02-07,BRK501,Low
3791,62,2025-05-29,GEN401,Critical
3792,33,2025-02-12,BRK501,High
3793,132,2025-08-10,GBX101,Low
3794,136,2025-11-30,BRK501,Medium
3795,112,2025-06-08,SNS205,High
3796,116,2025-02-12,GEN401,Low
3797,78,2025-01-23,BRK501,Medium
3798,67,2025-11-03,BRK501,High
3799,7,2025-07-18,BLD301,Low
3800,128,2025-03-29,SNS205,Low
3801,134,2025-11-21,GBX101,Critical
3802,98,2025-12-17,GEN401,High
3803,86,2025-08-06,SNS205,High
3804,11,2025-02-04,GEN401,High
3805,57,2025-11-05,BRK501,Low
3806,65,2025-10-24,GEN401,Critical
3807,49,2025-01-18,BRK501,Low
3808,53,2025-12-25,GEN401,Low
3809,110,2025-09-08,BRK501,Medium
3810,45,2025-03-06,BRK501,Critical
3811,69,2025-07-28,GBX101,Critical
3812,112,2025-07-26,BLD301,Medium
3813,91,2025-02-10,BRK501,High
3814,134,2025-09-20,SNS205,Medium
3815,14,2025-02-26,GBX101,Critical
3816,69,2025-01-28,SNS205,High
3817,111,2025-09-17,SNS205,Medium
3818,91,2025-08-31,SNS205,Medium
3819,4,2025-05-27,SNS205,High
3820,7,2025-10-16,GBX101,Medium
3821,63,2025-07-29,GEN401,High
3822,17,2025-04-10,BLD301,Low
3823,56,2025-12-24,BRK501,High
3824,81,2025-03-24,GEN401,High
3825,23,2025-06-17,BRK501,Medium
3826,65,2025-12-13,SNS205,Critical
3827,129,2025-01-20,BRK501,Low
3828,45,2025-09-12,GEN401,Low
3829,112,2025-12-15,BRK501,Medium
3830,101,2025-07-02,GBX101,Critical
3831,122,2025-03-14,BRK501,Critical
3832,16,2025-09-30,SNS205,Medium
3833,10,2025-12-08,GEN401,High
3834,126,2025-07-02,GEN401,Medium
3835,130,2025-02-27,BLD301,Medium
3836,138,2025-12-10,SNS205,Critical
3837,45,2025-04-30,GBX101,High
3838,74,2025-12-21,BLD301,Critical
3839,133,2025-05-30,GBX101,Medium
3840,90,2025-05-28,SNS205,High
3841,51,2025-09-10,BLD301,High
3842,97,2025-03-14,GBX101,Critical
3843,69,2025-12-14,BRK501,High
3844,139,2025-03-11,GEN401,Low
3845,1,2025-09-09,GBX101,High
3846,30,2025-04-22,GEN401,Low
3847,98,2025-08-06,BRK501,Medium
3848,51,2025-09-23,GEN401,High
3849,141,2025-05-10,GBX101,Critical
3850,118,2025-01-04,GBX101,High
3851,13,2025-11-28,SNS205,Medium
3852,41,2025-03-20,GEN401,High
3853,28,2025-12-21,GEN401,Low
3854,134,2025-09-18,GEN401,Low
3855,141,2025-12-12,SNS205,Low
3856,146,2025-12-06,GEN401,Low
3857,38,2025-01-20,BRK501,High
3858,125,2025-12-27,SNS205,High
3859,49,2025-05-21,GEN401,Low
3860,130,2025-01-25,SNS205,Medium
3861,89,2025-08-21,GEN401,Medium
3862,135,2025-08-22,GBX101,Low
3863,99,2025-08-24,GEN401,Critical
3864,90,2025-12-09,BLD301,Low
3865,25,2025-08-21,SNS205,Low
3866,64,2025-03-12,GEN401,Medium
3867,79,2025-03-22,GBX101,Medium
3868,28,2025-08-23,GBX101,Critical
3869,33,2025-08-24,SNS205,Medium
3870,112,2025-11-18,SNS205,Low
3871,67,2025-05-18,BRK501,Low
3872,122,2025-03-01,GEN401,Low
3873,1,2025-09-15,GEN401,Low
3874,34,2025-02-01,GBX101,Critical
3875,137,2025-08-27,BRK501,High
3876,55,2025-02-26,GBX101,Medium
3877,135,2025-08-04,BRK501,High
3878,54,2025-03-07,GBX101,Low
3879,19,2025-05-02,GBX101,Critical
3880,24,2025-11-19,BLD301,Medium
3881,130,2025-06-07,SNS205,Low
3882,72,2025-02-20,GBX101,High
3883,3,2025-06-05,GEN401,Low
3884,148,2025-02-25,BRK501,Critical
3885,17,2025-09-11,GBX101,Critical
3886,128,2025-05-20,BLD301,High
3887,70,2025-06-24,BRK501,High
3888,13,2025-05-17,GBX101,High
3889,85,2025-06-14,BLD301,Critical
3890,61,2025-04-15,BRK501,High
3891,74,2025-07-22,GBX101,High
3892,137,2025-04-01,BRK501,Medium
3893,63,2025-01-01,GBX101,Low
3894,17,2025-08-17,GBX101,Low
3895,117,2025-09-07,SNS205,Low
3896,2,2025-06-23,SNS205,Medium
3897,137,2025-02-16,SNS205,Medium
3898,101,2025-06-02,GEN401,Medium
3899,12,2025-01-03,GEN401,Low
3900,110,2025-11-30,GBX101,Medium
3901,104,2025-12-16,GEN401,Critical
3902,100,2025-08-28,GEN401,High
3903,101,2025-09-15,BRK501,Critical
3904,114,2025-02-18,GEN401,Low
3905,53,2025-07-28,BRK501,Low
3906,78,2025-05-26,GEN401,Low
3907,88,2025-02-24,SNS205,Critical
3908,41,2025-07-13,SNS205,High
3909,48,2025-09-27,BRK501,High
3910,44,2025-06-15,GBX101,Medium
3911,50,2025-02-23,BRK501,Low
3912,43,2025-11-16,BRK501,Medium
3913,109,2025-08-10,GBX101,Low
3914,60,2025-02-02,BLD301,Medium
3915,28,2025-05-02,BRK501,Critical
3916,34,2025-02-27,GEN401,Critical
3917,69,2025-10-04,GEN401,Low
3918,50,2025-11-13,BRK501,Critical
3919,144,2025-09-30,SNS205,Low
3920,51,2025-08-20,GEN401,Critical
3921,141,2025-07-22,BRK501,Low
3922,106,2025-01-16,GBX101,High
3923,77,2025-02-17,GBX101,Low
3924,38,2025-07-31,BRK501,High
3925,127,2025-07-05,BLD301,High
3926,140,2025-12-20,BRK501,Low
3927,113,2025-10-12,BLD301,Medium
3928,147,2025-09-16,BRK501,Medium
3929,54,2025-11-30,BLD301,Low
3930,129,2025-02-26,SNS205,Medium
3931,119,2025-12-19,BLD301,Critical
3932,79,2025-05-01,GBX101,High
3933,149,2025-04-03,GBX101,Low
3934,75,2025-07-08,GEN401,High
3935,64,2025-12-25,GBX101,Critical
3936,48,2025-01-23,GEN401,Medium
3937,62,2025-02-04,GBX101,Low
3938,86,2025-03-04,GBX101,Low
3939,137,2025-09-13,GEN401,High
3940,46,2025-05-14,GBX101,High
3941,93,2025-05-09,SNS205,Critical
3942,79,2025-09-23,SNS205,Medium
3943,6,2025-02-22,GEN401,High
3944,94,2025-03-09,GEN401,Critical
3945,68,2025-05-20,GEN401,High
3946,132,2025-06-14,BLD301,Medium
3947,48,2025-02-13,GEN401,Medium
3948,125,2025-07-13,GEN401,Critical
3949,18,2025-06-14,BLD301,High
3950,123,2025-07-15,GEN401,Medium
3951,140,2025-10-02,GBX101,Critical
3952,142,2025-11-30,SNS205,High
3953,17,2025-12-16,GBX101,Low
3954,101,2025-09-12,BRK501,Medium
3955,139,2025-07-20,BRK501,High
3956,106,2025-11-09,BRK501,Medium
3957,51,2025-01-02,GEN401,High
3958,97,2025-12-18,BLD301,Low
3959,115,2025-05-25,GEN401,Medium
3960,84,2025-12-02,GBX101,Low
3961,82,2025-01-21,GEN401,Low
3962,18,2025-11-06,SNS205,High
3963,64,2025-10-26,BRK501,High
3964,55,2025-07-29,GBX101,Low
3965,102,2025-02-04,BRK501,Low
3966,18,2025-03-02,GEN401,Medium
3967,35,2025-08-04,GBX101,Low
3968,92,2025-03-10,BLD301,Medium
3969,3,2025-06-29,BRK501,Low
3970,34,2025-07-19,GBX101,Medium
3971,92,2025-07-11,BRK501,Critical
3972,109,2025-07-01,SNS205,Low
3973,67,2025-05-23,BRK501,Critical
3974,44,2025-06-30,GBX101,Critical
3975,41,2025-09-09,GBX101,Low
3976,27,2025-02-09,BLD301,High
3977,23,2025-02-01,GEN401,High
3978,43,2025-09-02,BLD301,Critical
3979,121,2025-07-10,GBX101,Critical
3980,85,2025-10-18,GEN401,Low
3981,67,2025-12-11,SNS205,High
3982,72,2025-08-02,BRK501,Critical
3983,143,2025-05-18,SNS205,High
3984,147,2025-09-04,GEN401,Critical
3985,126,2025-11-06,GBX101,Critical
3986,3,2025-06-28,SNS205,Critical
3987,149,2025-10-23,GEN401,High
3988,145,2025-08-03,BRK501,Medium
3989,48,2025-09-01,GBX101,Medium
3990,25,2025-02-18,SNS205,Critical
3991,123,2025-06-29,SNS205,Medium
3992,30,2025-02-10,BLD301,Medium
3993,91,2025-04-03,BLD301,Low
3994,1,2025-04-24,BRK501,Low
3995,31,2025-02-28,SNS205,Low
3996,72,2025-06-21,BRK501,Medium
3997,134,2025-09-08,SNS205,High
3998,101,2025-04-07,BLD301,Low
3999,116,2025-07-15,GBX101,Low
4000,26,2025-10-04,GBX101,High
4001,32,2025-08-29,SNS205,Medium
4002,41,2025-09-07,SNS205,Critical
4003,102,2025-05-13,GEN401,Medium
4004,121,2025-06-07,BLD301,Medium
4005,70,2025-11-22,GBX101,High
4006,148,2025-03-30,BLD301,Medium
4007,118,2025-10-13,BRK501,High
4008,23,2025-04-19,BRK501,Low
4009,28,2025-06-18,GBX101,Critical
4010,6,2025-02-20,BRK501,Critical
4011,4,2025-05-22,BRK501,Low
4012,125,2025-01-20,GEN401,Critical
4013,51,2025-07-26,GBX101,Critical
4014,10,2025-01-22,BLD301,Medium
4015,127,2025-12-17,BLD301,Low
4016,14,2025-01-09,GEN401,Medium
4017,104,2025-07-27,GBX101,Critical
4018,95,2025-10-05,BRK501,High
4019,3,2025-05-14,BRK501,Critical
4020,94,2025-02-06,GBX101,High
4021,29,2025-08-04,GEN401,Medium
4022,143,2025-07-19,GBX101,Critical
4023,112,2025-04-22,BRK501,Low
4024,89,2025-04-09,GBX101,Medium
4025,3,2025-05-15,SNS205,High
4026,97,2025-01-11,BLD301,Critical
4027,20,2025-06-05,GEN401,Medium
4028,5,2025-11-06,BLD301,Medium
4029,140,2025-08-12,SNS205,Critical
4030,47,2025-12-16,SNS205,Critical
4031,83,2025-09-12,BRK501,Low
4032,89,2025-10-01,BLD301,High
4033,42,2025-06-26,BLD301,Low
4034,74,2025-10-18,GEN401,High
4035,79,2025-05-16,GBX101,Medium
4036,22,2025-11-10,SNS205,Medium
4037,39,2025-08-06,BLD301,High
4038,25,2025-02-03,GEN401,High
4039,138,2025-06-22,GBX101,Medium
4040,63,2025-07-05,GEN401,High
4041,19,2025-10-03,SNS205,Critical
4042,84,2025-06-16,BRK501,Critical
4043,111,2025-08-05,SNS205,High
4044,21,2025-11-08,BLD301,Medium
4045,41,2025-07-25,GBX101,High
4046,32,2025-02-01,BLD301,Medium
4047,50,2025-02-09,GBX101,Low
4048,145,2025-04-24,GBX101,Critical
4049,9,2025-02-10,SNS205,Low
4050,23,2025-11-11,BRK501,Medium
4051,140,2025-06-17,GBX101,Medium
4052,85,2025-12-27,SNS205,Low
4053,56,2025-05-22,GBX101,Low
4054,3,2025-03-13,GEN401,Critical
4055,149,2025-12-19,GBX101,Low
4056,1,2025-02-26,GEN401,Low
4057,91,2025-03-24,BLD301,Low
4058,93,2025-04-14,BLD301,Medium
4059,97,2025-03-08,BRK501,High
4060,121,2025-09-16,SNS205,Low
4061,49,2025-10-13,BLD301,Low
4062,25,2025-07-26,SNS205,Low
4063,27,2025-10-30,BLD301,Low
4064,49,2025-02-21,BLD301,Low
4065,49,2025-07-23,BRK501,Medium
4066,102,2025-04-12,GEN401,Critical
4067,64,2025-09-30,BLD301,Low
4068,17,2025-03-28,SNS205,Medium
4069,5,2025-03-04,GEN401,Medium
4070,18,2025-07-02,SNS205,Medium
4071,109,2025-10-10,BLD301,Medium
4072,124,2025-03-03,GBX101,Low
4073,75,2025-07-16,BRK501,Low
4074,132,2025-09-22,SNS205,Critical
4075,92,2025-04-04,GEN401,Critical
4076,31,2025-01-07,GBX101,Low
4077,45,2025-05-03,BLD301,High
4078,101,2025-02-06,BRK501,Low
4079,2,2025-02-06,GBX101,Critical
4080,96,2025-04-15,GEN401,Low
4081,91,2025-09-18,GEN401,Critical
4082,127,2025-05-07,GEN401,Low
4083,138,2025-10-21,BRK501,Critical
4084,66,2025-04-07,BLD301,Critical
4085,69,2025-01-16,BLD301,High
4086,79,2025-08-20,SNS205,High
4087,72,2025-07-17,GBX101,Low
4088,40,2025-03-22,BRK501,Low
4089,98,2025-01-01,SNS205,High
4090,118,2025-01-27,BLD301,High
4091,10,2025-08-01,SNS205,Low
4092,147,2025-03-02,SNS205,High
4093,52,2025-06-04,GBX101,Critical
4094,50,2025-05-11,GBX101,Medium
4095,148,2025-05-03,GBX101,Low
4096,16,2025-04-23,GEN401,High
4097,90,2025-02-04,SNS205,Low
4098,67,2025-03-17,GEN401,Medium
4099,128,2025-12-11,BRK501,Critical
4100,2,2025-04-18,BRK501,Low
4101,60,2025-07-04,GBX101,Critical
4102,107,2025-01-28,BLD301,Low
4103,54,2025-03-24,SNS205,Medium
4104,93,2025-05-02,GBX101,Low
4105,134,2025-07-02,BLD301,Medium
4106,41,2025-11-29,SNS205,Critical
4107,133,2025-04-17,GEN401,Low
4108,116,2025-09-07,BLD301,Critical
4109,37,2025-07-29,GEN401,Critical
4110,112,2025-03-07,BLD301,Critical
4111,119,2025-08-20,BRK501,Medium
4112,72,2025-09-01,SNS205,High
4113,106,2025-09-26,SNS205,Low
4114,74,2025-11-14,SNS205,Medium
4115,22,2025-03-01,BLD301,High
4116,95,2025-08-09,BLD301,Critical
4117,26,2025-06-14,GBX101,High
4118,141,2025-05-27,GEN401,High
4119,80,2025-12-19,BLD301,Critical
4120,14,2025-01-10,GEN401,Medium
4121,88,2025-03-07,GEN401,Low
4122,126,2025-07-04,GEN401,Medium
4123,125,2025-08-17,SNS205,Low
4124,47,2025-08-24,BLD301,High
4125,80,2025-06-11,GEN401,Medium
4126,84,2025-09-20,BRK501,Critical
4127,46,2025-03-17,BRK501,Medium
4128,64,2025-05-08,SNS205,High
4129,51,2025-11-02,BLD301,Low
4130,1,2025-06-09,BRK501,Low
4131,30,2025-11-01,SNS205,High
4132,55,2025-01-28,BRK501,High
4133,133,2025-06-18,BLD301,Critical
4134,142,2025-08-16,BRK501,Critical
4135,96,2025-12-12,BLD301,Critical
4136,36,2025-10-26,BRK501,Medium
4137,105,2025-08-06,BRK501,High
4138,110,2025-02-05,BLD301,High
4139,16,2025-06-03,BRK501,Medium
4140,4,2025-11-21,GEN401,Critical
4141,75,2025-06-19,SNS205,High
4142,36,2025-03-05,GBX101,High
4143,97,2025-06-02,BLD301,High
4144,75,2025-06-21,GEN401,Critical
4145,17,2025-02-09,BRK501,Low
4146,74,2025-09-30,GEN401,High
4147,73,2025-09-21,GBX101,Low
4148,150,2025-03-26,BLD301,Low
4149,122,2025-08-26,GBX101,High
4150,102,2025-12-26,SNS205,High
4151,139,2025-09-27,SNS205,Critical
4152,87,2025-12-22,GBX101,Critical
4153,43,2025-01-11,BRK501,Low
4154,107,2025-10-18,BLD301,High
4155,27,2025-01-07,GBX101,Medium
4156,148,2025-11-08,BRK501,Critical
4157,24,2025-11-22,BRK501,High
4158,63,2025-04-03,GBX101,High
4159,66,2025-10-11,SNS205,Low
4160,109,2025-12-28,BRK501,Critical
4161,76,2025-04-05,BLD301,Critical
4162,78,2025-03-22,BLD301,Low
4163,97,2025-12-19,SNS205,High
4164,97,2025-05-30,BLD301,Critical
4165,105,2025-07-08,BLD301,Medium
4166,37,2025-03-11,BRK501,Medium
4167,17,2025-06-24,GBX101,Critical
4168,122,2025-07-09,GEN401,Low
4169,90,2025-11-11,GEN401,Critical
4170,71,2025-12-29,GEN401,Low
4171,4,2025-01-29,BLD301,Medium
4172,76,2025-09-08,SNS205,Medium
4173,40,2025-08-12,BLD301,Low
4174,128,2025-09-15,BLD301,Medium
4175,39,2025-09-04,BLD301,Low
4176,25,2025-07-20,BRK501,Critical
4177,132,2025-12-13,GBX101,Low
4178,94,2025-04-04,BLD301,Medium
4179,9,2025-10-01,SNS205,Medium
4180,11,2025-01-03,GEN401,High
4181,29,2025-09-01,SNS205,Low
4182,21,2025-08-15,GEN401,Low
4183,27,2025-06-30,BLD301,Low
4184,18,2025-03-31,SNS205,Low
4185,54,2025-05-24,BRK501,High
4186,108,2025-02-04,GEN401,Low
4187,138,2025-02-25,SNS205,High
4188,53,2025-10-18,SNS205,High
4189,105,2025-01-23,BLD301,Low
4190,150,2025-10-02,GEN401,High
4191,92,2025-08-16,GBX101,Medium
4192,9,2025-07-05,GBX101,Critical
4193,31,2025-06-24,GEN401,Low
4194,2,2025-10-03,GBX101,Medium
4195,29,2025-10-29,SNS205,High
4196,123,2025-08-20,SNS205,Low
4197,19,2025-10-29,GEN401,High
4198,78,2025-09-04,SNS205,Low
4199,25,2025-10-15,GEN401,High
4200,111,2025-05-20,GBX101,Medium
4201,8,2025-10-11,SNS205,Low
4202,123,2025-08-18,BRK501,High
4203,116,2025-06-09,SNS205,Low
4204,115,2025-08-31,BLD301,High
4205,17,2025-11-22,BLD301,Critical
4206,112,2025-02-22,GEN401,Medium
4207,88,2025-03-17,SNS205,Medium
4208,52,2025-11-21,GEN401,Critical
4209,127,2025-05-21,BRK501,High
4210,93,2025-08-22,GBX101,Medium
4211,18,2025-06-10,SNS205,High
4212,75,2025-05-09,SNS205,Critical
4213,31,2025-07-01,GEN401,High
4214,147,2025-06-03,BRK501,Medium
4215,138,2025-07-03,SNS205,Critical
4216,23,2025-05-05,BRK501,Medium
4217,22,2025-02-22,GBX101,Critical
4218,38,2025-10-20,BLD301,Medium
4219,67,2025-04-12,GBX101,High
4220,67,2025-05-02,BRK501,High
4221,112,2025-01-12,BRK501,Medium
4222,28,2025-09-04,SNS205,Medium
4223,43,2025-12-20,SNS205,Low
4224,102,2025-01-18,GBX101,Critical
4225,124,2025-06-15,BLD301,Low
4226,7,2025-07-11,GBX101,Critical
4227,90,2025-10-23,GBX101,Critical
4228,88,2025-06-24,SNS205,Low
4229,24,2025-12-09,SNS205,Critical
4230,94,2025-03-01,GEN401,High
4231,41,2025-03-06,BRK501,High
4232,38,2025-07-28,BRK501,Low
4233,141,2025-04-06,GEN401,Low
4234,29,2025-11-17,GEN401,High
4235,26,2025-10-28,GEN401,Critical
4236,54,2025-04-30,BLD301,High
4237,27,2025-09-25,GBX101,High
4238,23,2025-03-17,SNS205,High
4239,39,2025-08-25,BRK501,High
4240,50,2025-09-04,SNS205,Low
4241,14,2025-10-21,SNS205,Low
4242,148,2025-12-20,BLD301,Critical
4243,36,2025-11-08,BRK501,Low
4244,81,2025-12-31,GEN401,Critical
4245,117,2025-08-31,GEN401,Low
4246,31,2025-07-20,BLD301,Low
4247,5,2025-06-02,GBX101,High
4248,7,2025-02-12,SNS205,Critical
4249,51,2025-01-25,SNS205,Medium
4250,63,2025-08-01,BLD301,High
4251,5,2025-06-11,GBX101,High
4252,126,2025-11-13,GBX101,High
4253,13,2025-07-12,BRK501,High
4254,30,2025-06-27,BLD301,Medium
4255,146,2025-10-11,BLD301,High
4256,39,2025-01-30,GEN401,High
4257,21,2025-01-07,GEN401,Medium
4258,70,2025-11-01,GBX101,Medium
4259,149,2025-12-27,GBX101,High
4260,4,2025-11-20,BRK501,Low
4261,90,2025-11-12,BRK501,Low
4262,97,2025-12-04,BLD301,Critical
4263,138,2025-08-14,BLD301,High
4264,91,2025-06-04,SNS205,High
4265,132,2025-10-16,SNS205,Critical
4266,70,2025-02-02,BRK501,Low
4267,33,2025-08-05,GEN401,High
4268,24,2025-12-06,BRK501,Critical
4269,55,2025-07-24,GEN401,Low
4270,60,2025-11-06,GEN401,Critical
4271,15,2025-01-12,BRK501,High
4272,142,2025-02-24,SNS205,Medium
4273,106,2025-05-03,SNS205,Medium
4274,14,2025-11-02,GBX101,Low
4275,148,2025-03-23,BRK501,Medium
4276,81,2025-02-20,SNS205,Low
4277,128,2025-01-23,BRK501,High
4278,92,2025-05-19,SNS205,Low
4279,113,2025-03-01,BRK501,Medium
4280,66,2025-08-29,GBX101,Medium
4281,21,2025-06-05,GBX101,Low
4282,74,2025-10-10,GEN401,High
4283,66,2025-12-25,BLD301,Critical
4284,124,2025-02-15,GEN401,Medium
4285,121,2025-10-21,BLD301,Critical
4286,62,2025-12-26,BRK501,Low
4287,70,2025-04-24,GEN401,High
4288,8,2025-12-21,GBX101,Critical
4289,40,2025-01-08,SNS205,Medium
4290,118,2025-02-09,SNS205,Medium
4291,85,2025-09-28,SNS205,Low
4292,8,2025-02-09,SNS205,Medium
4293,85,2025-11-04,SNS205,Critical
4294,75,2025-09-27,GBX101,Low
4295,41,2025-02-10,SNS205,Low
4296,91,2025-03-19,GBX101,Low
4297,142,2025-11-24,BRK501,Low
4298,3,2025-11-12,BRK501,Critical
4299,122,2025-09-14,SNS205,Medium
4300,21,2025-11-13,SNS205,High
4301,100,2025-12-17,SNS205,Critical
4302,38,2025-09-13,GEN401,Low
4303,125,2025-09-29,GEN401,Critical
4304,150,2025-10-26,BLD301,Critical
4305,131,2025-01-16,SNS205,Low
4306,24,2025-07-04,BLD301,Medium
4307,147,2025-02-26,SNS205,High
4308,135,2025-05-29,BRK501,Low
4309,62,2025-02-10,BLD301,Critical
4310,136,2025-07-10,BLD301,High
4311,88,2025-05-14,SNS205,Low
4312,134,2025-07-02,GEN401,High
4313,145,2025-11-09,SNS205,Low
4314,65,2025-02-09,BRK501,High
4315,121,2025-03-11,GBX101,Low
4316,45,2025-09-08,BLD301,High
4317,135,2025-09-05,GBX101,Critical
4318,89,2025-06-14,SNS205,Medium
4319,16,2025-09-11,GBX101,Low
4320,127,2025-02-26,SNS205,Low
4321,67,2025-12-07,SNS205,Medium
4322,136,2025-03-13,BRK501,High
4323,18,2025-12-13,GEN401,Critical
4324,80,2025-01-01,SNS205,Low
4325,42,2025-12-22,GBX101,High
4326,109,2025-10-26,GEN401,Medium
4327,87,2025-11-20,SNS205,Critical
4328,133,2025-09-06,GBX101,Medium
4329,60,2025-12-06,GEN401,Medium
4330,97,2025-03-13,SNS205,Low
4331,59,2025-01-09,GBX101,Critical
4332,76,2025-03-07,BRK501,Low
4333,50,2025-08-08,BRK501,Medium
4334,33,2025-08-30,GEN401,Medium
4335,121,2025-01-06,GEN401,Low
4336,119,2025-02-11,BLD301,Low
4337,139,2025-04-28,BRK501,Medium
4338,149,2025-07-25,BLD301,Medium
4339,27,2025-11-23,BRK501,Low
4340,144,2025-04-09,BLD301,High
4341,135,2025-10-26,BRK501,Low
4342,31,2025-03-28,SNS205,High
4343,149,2025-12-22,GEN401,Medium
4344,120,2025-11-04,GEN401,Critical
4345,42,2025-11-09,BRK501,Critical
4346,29,2025-12-19,BLD301,Low
4347,105,2025-03-21,BLD301,Critical
4348,131,2025-04-02,BLD301,Medium
4349,11,2025-05-16,GEN401,Critical
4350,118,2025-12-04,GEN401,Medium
4351,20,2025-08-25,SNS205,Critical
4352,134,2025-12-01,SNS205,Medium
4353,135,2025-02-28,GEN401,Medium
4354,1,2025-12-07,GEN401,Critical
4355,54,2025-11-17,BLD301,Low
4356,46,2025-02-20,BLD301,Low
4357,61,2025-01-27,BLD301,Critical
4358,135,2025-12-21,GBX101,Critical
4359,119,2025-01-28,BRK501,Low
4360,40,2025-04-09,GEN401,Low
4361,100,2025-11-20,GBX101,Medium
4362,46,2025-01-28,BRK501,Medium
4363,107,2025-10-21,SNS205,Low
4364,36,2025-07-05,GBX101,Low
4365,37,2025-05-21,GBX101,Medium
4366,50,2025-01-13,BLD301,Low
4367,21,2025-06-17,GBX101,Low
4368,104,2025-01-22,SNS205,Medium
4369,121,2025-04-23,GBX101,Medium
4370,121,2025-09-25,SNS205,High
4371,22,2025-11-24,SNS205,Critical
4372,100,2025-03-21,GBX101,Medium
4373,17,2025-12-20,BLD301,Low
4374,117,2025-11-25,BRK501,Critical
4375,17,2025-03-17,GEN401,High
4376,27,2025-10-20,SNS205,Critical
4377,148,2025-07-14,SNS205,Medium
4378,103,2025-06-23,BRK501,Low
4379,119,2025-12-02,GBX101,Low
4380,61,2025-11-25,BLD301,Medium
4381,92,2025-10-01,BLD301,Critical
4382,38,2025-12-25,BLD301,Low
4383,118,2025-06-23,GEN401,Medium
4384,115,2025-07-02,GBX101,High
4385,128,2025-07-31,GEN401,Medium
4386,63,2025-01-08,GEN401,Critical
4387,117,2025-11-01,SNS205,Medium
4388,100,2025-03-07,BRK501,High
4389,10,2025-11-04,GBX101,Medium
4390,53,2025-03-02,SNS205,Critical
4391,114,2025-01-06,SNS205,High
4392,110,2025-01-02,GBX101,Low
4393,131,2025-02-14,GBX101,Medium
4394,84,2025-04-24,GEN401,Critical
4395,60,2025-09-09,SNS205,Low
4396,59,2025-07-23,GBX101,Medium
4397,121,2025-09-14,GEN401,Medium
4398,13,2025-08-02,SNS205,Critical
4399,128,2025-04-27,GBX101,Low
4400,103,2025-06-20,SNS205,Medium
4401,77,2025-03-26,BRK501,Critical
4402,81,2025-12-23,GBX101,Medium
4403,69,2025-09-24,BLD301,High
4404,100,2025-07-29,BRK501,High
4405,22,2025-12-09,BRK501,Critical
4406,139,2025-04-12,GBX101,Critical
4407,114,2025-12-10,SNS205,Critical
4408,37,2025-05-24,GEN401,High
4409,85,2025-01-14,GEN401,Low
4410,118,2025-04-03,SNS205,Critical
4411,72,2025-05-08,GEN401,Medium
4412,89,2025-04-14,GBX101,Low
4413,49,2025-02-23,GBX101,Low
4414,94,2025-04-13,GBX101,High
4415,127,2025-05-13,BRK501,High
4416,67,2025-01-18,BLD301,High
4417,106,2025-09-09,BLD301,Medium
4418,100,2025-06-14,GEN401,Low
4419,18,2025-12-31,GBX101,High
4420,60,2025-03-16,GEN401,High
4421,55,2025-04-13,GEN401,High
4422,83,2025-11-29,BRK501,Medium
4423,127,2025-05-31,GEN401,Low
4424,35,2025-09-18,GBX101,Low
4425,2,2025-12-03,BLD301,Medium
4426,51,2025-10-26,SNS205,Critical
4427,74,2025-07-17,BLD301,Medium
4428,83,2025-06-19,GBX101,Critical
4429,46,2025-03-14,SNS205,High
4430,59,2025-01-02,BRK501,Medium
4431,53,2025-11-16,SNS205,Critical
4432,84,2025-03-11,SNS205,High
4433,44,2025-12-25,GEN401,High
4434,15,2025-04-21,GEN401,High
4435,110,2025-11-06,BRK501,Low
4436,76,2025-05-29,SNS205,Critical
4437,29,2025-02-17,BRK501,Low
4438,73,2025-05-12,BLD301,Low
4439,141,2025-04-16,GEN401,Low
4440,67,2025-11-12,BLD301,Low
4441,131,2025-07-22,BLD301,High
4442,87,2025-05-02,BLD301,Low
4443,20,2025-12-17,BLD301,Medium
4444,113,2025-01-30,BLD301,Medium
4445,9,2025-02-08,SNS205,Critical
4446,150,2025-04-30,SNS205,High
4447,132,2025-05-31,BLD301,Medium
4448,56,2025-02-24,GBX101,High
4449,79,2025-09-11,BRK501,High
4450,143,2025-11-28,SNS205,Medium
4451,54,2025-04-03,GEN401,Medium
4452,145,2025-08-08,SNS205,Medium
4453,124,2025-12-28,BRK501,Low
4454,4,2025-01-16,BRK501,Low
4455,118,2025-10-05,SNS205,Low
4456,125,2025-01-11,SNS205,Critical
4457,98,2025-08-11,GBX101,High
4458,53,2025-11-11,BRK501,Low
4459,112,2025-03-27,GEN401,High
4460,66,2025-11-19,GBX101,Medium
4461,94,2025-04-11,BLD301,High
4462,37,2025-07-24,GEN401,Critical
4463,8,2025-09-03,BLD301,Low
